Invoice_ID,Date,Time,Branch,Product,Category,Quantity,Unit Price,Cost Price,Revenue,Profit,Payment Mode,Customer Type,Employee
INV01963,2025-11-13,15:35,Mumbai,Black Tea,Tea,4,18,9,72,36,UPI,New,Emp_6
INV01964,2025-11-17,14:55,Pune,Cold Coffee,Coffee,1,60,35,60,25,Cash,Regular,Emp_19
INV01965,2025-07-05,10:09,Pune,Lemon Tea,Tea,1,22,11,22,11,UPI,New,Emp_9
INV01966,2025-08-18,18:11,Indore,Cookies,Snacks,5,20,10,100,50,Cash,Regular,Emp_19
INV01967,2025-11-30,16:53,Pune,Cold Coffee,Coffee,3,60,35,180,75,Card,New,Emp_7
INV01968,2025-10-03,15:19,Nagpur,Cream Roll,Snacks,1,25,12,25,13,UPI,New,Emp_12
INV01969,2025-10-21,15:08,Mumbai,Lemon Tea,Tea,1,22,11,22,11,UPI,Regular,Emp_20
INV01970,2025-01-23,10:36,Pune,Cake,Snacks,3,35,20,105,45,UPI,Regular,Emp_12
INV01971,2025-08-25,20:57,Mumbai,Rose Milk,Milk,2,45,28,90,34,UPI,Regular,Emp_8
INV01972,2025-05-19,18:07,Pune,Regular Tea,Tea,1,15,8,15,7,Card,Regular,Emp_19
INV01973,2025-10-06,09:34,Nashik,Cookies,Snacks,3,20,10,60,30,Card,New,Emp_4
INV01974,2025-08-19,10:40,Nagpur,Hot Coffee,Coffee,5,40,22,200,90,UPI,Regular,Emp_11
INV01975,2025-07-30,17:49,Nagpur,Black Tea,Tea,6,18,9,108,54,UPI,New,Emp_18
INV01976,2025-05-24,20:32,Indore,Cream Roll,Snacks,6,25,12,150,78,UPI,New,Emp_4
INV01977,2025-03-19,12:53,Indore,Black Tea,Tea,6,18,9,108,54,Cash,Regular,Emp_12
INV01978,2025-01-09,12:02,Pune,Hot Coffee,Coffee,1,40,22,40,18,UPI,Regular,Emp_11
INV01979,2025-02-20,16:45,Pune,Black Tea,Tea,2,18,9,36,18,UPI,Regular,Emp_14
INV01980,2025-01-24,16:22,Pune,Jaggery Tea,Tea,5,25,13,125,60,Cash,Regular,Emp_6
INV01981,2025-12-19,11:54,Indore,Cookies,Snacks,4,20,10,80,40,UPI,New,Emp_4
INV01982,2025-10-27,18:40,Mumbai,Cold Coffee,Coffee,5,60,35,300,125,Card,New,Emp_11
INV01983,2025-05-01,17:38,Nagpur,Black Tea,Tea,5,18,9,90,45,UPI,Regular,Emp_8
INV01984,2025-02-28,08:04,Nashik,Cold Coffee,Coffee,1,60,35,60,25,UPI,Regular,Emp_10
INV01985,2025-08-06,19:23,Nagpur,Cream Roll,Snacks,1,25,12,25,13,UPI,New,Emp_20
INV01986,2025-02-05,20:37,Nagpur,Ginger Tea,Tea,4,20,10,80,40,UPI,Regular,Emp_4
INV01987,2025-11-29,12:17,Nashik,Bakarwadi,Snacks,4,30,16,120,56,UPI,New,Emp_16
INV01988,2025-11-21,16:05,Mumbai,Masala Milk,Milk,1,35,20,35,15,UPI,Regular,Emp_13
INV01989,2025-02-13,10:09,Mumbai,Cookies,Snacks,4,20,10,80,40,UPI,Regular,Emp_3
INV01990,2025-02-06,16:08,Indore,Lemon Tea,Tea,2,22,11,44,22,Card,Regular,Emp_1
INV01991,2025-03-05,21:56,Indore,Masala Milk,Milk,1,35,20,35,15,UPI,Regular,Emp_17
INV01992,2025-10-08,17:27,Nagpur,Cream Roll,Snacks,1,25,12,25,13,Card,Regular,Emp_17
INV01993,2025-04-03,14:52,Indore,Cold Coffee,Coffee,6,60,35,360,150,UPI,Regular,Emp_15
INV01994,2025-11-26,08:11,Nashik,Cold Coffee,Coffee,2,60,35,120,50,UPI,New,Emp_12
INV01995,2025-07-22,17:45,Mumbai,Bakarwadi,Snacks,1,30,16,30,14,UPI,New,Emp_13
INV01996,2025-06-09,15:25,Mumbai,Lemon Tea,Tea,6,22,11,132,66,Cash,Regular,Emp_7
INV01997,2025-06-10,19:22,Nagpur,Cookies,Snacks,5,20,10,100,50,UPI,New,Emp_5
INV01998,2025-09-05,17:21,Indore,Regular Tea,Tea,4,15,8,60,28,UPI,New,Emp_13
INV01999,2025-11-03,12:17,Mumbai,Cake,Snacks,4,35,20,140,60,UPI,Regular,Emp_15
INV02000,2025-03-12,11:51,Mumbai,Rose Milk,Milk,1,45,28,45,17,UPI,New,Emp_17
INV02001,2025-10-09,10:46,Mumbai,Regular Tea,Tea,6,15,8,90,42,Cash,Regular,Emp_4
INV02002,2025-10-20,11:02,Pune,Lemon Tea,Tea,6,22,11,132,66,UPI,Regular,Emp_7
INV02003,2025-11-11,14:45,Nagpur,Regular Tea,Tea,4,15,8,60,28,Cash,Regular,Emp_13
INV02004,2025-03-19,21:24,Pune,Bakarwadi,Snacks,5,30,16,150,70,Cash,Regular,Emp_2
INV02005,2025-07-08,12:57,Nashik,Jaggery Tea,Tea,6,25,13,150,72,UPI,Regular,Emp_17
INV02006,2025-10-17,21:52,Nashik,Lemon Tea,Tea,5,22,11,110,55,UPI,Regular,Emp_3
INV02007,2025-02-04,12:29,Indore,Cold Coffee,Coffee,4,60,35,240,100,UPI,New,Emp_16
INV02008,2025-05-26,10:32,Indore,Jaggery Tea,Tea,3,25,13,75,36,UPI,Regular,Emp_2
INV02009,2025-01-20,16:18,Nashik,Cream Roll,Snacks,3,25,12,75,39,Card,Regular,Emp_13
INV02010,2025-06-22,21:54,Pune,Ginger Tea,Tea,3,20,10,60,30,UPI,Regular,Emp_7
INV02011,2025-10-18,15:31,Nashik,Masala Milk,Milk,5,35,20,175,75,UPI,Regular,Emp_5
INV02012,2025-01-24,08:58,Nagpur,Jaggery Tea,Tea,6,25,13,150,72,UPI,Regular,Emp_1
INV02013,2025-11-05,12:00,Indore,Regular Tea,Tea,6,15,8,90,42,UPI,Regular,Emp_16
INV02014,2025-07-08,14:11,Nashik,Cake,Snacks,5,35,20,175,75,Cash,New,Emp_6
INV02015,2025-09-18,17:51,Mumbai,Lemon Tea,Tea,3,22,11,66,33,UPI,New,Emp_5
INV02016,2025-09-09,20:07,Indore,Rose Milk,Milk,4,45,28,180,68,UPI,Regular,Emp_7
INV02017,2025-01-25,19:34,Indore,Cookies,Snacks,3,20,10,60,30,Card,Regular,Emp_5
INV02018,2025-01-15,21:01,Nashik,Cold Coffee,Coffee,1,60,35,60,25,UPI,Regular,Emp_16
INV02019,2025-01-27,10:07,Indore,Cream Roll,Snacks,6,25,12,150,78,UPI,New,Emp_4
INV02020,2025-02-11,17:18,Mumbai,Jaggery Tea,Tea,2,25,13,50,24,Cash,Regular,Emp_2
INV02021,2025-09-07,07:13,Nagpur,Cold Coffee,Coffee,6,60,35,360,150,Cash,Regular,Emp_6
INV02022,2025-05-26,13:35,Nashik,Ginger Tea,Tea,2,20,10,40,20,UPI,Regular,Emp_7
INV02023,2025-08-18,11:25,Indore,Lemon Tea,Tea,2,22,11,44,22,UPI,Regular,Emp_17
INV02024,2025-10-02,14:59,Pune,Bakarwadi,Snacks,1,30,16,30,14,UPI,Regular,Emp_20
INV02025,2025-11-19,16:56,Mumbai,Rose Milk,Milk,5,45,28,225,85,UPI,Regular,Emp_15
INV02026,2025-02-11,20:36,Mumbai,Bakarwadi,Snacks,5,30,16,150,70,UPI,Regular,Emp_15
INV02027,2025-10-21,12:49,Mumbai,Cake,Snacks,4,35,20,140,60,UPI,Regular,Emp_18
INV02028,2025-07-06,20:22,Nashik,Jaggery Tea,Tea,1,25,13,25,12,UPI,Regular,Emp_15
INV02029,2025-04-16,13:47,Mumbai,Ginger Tea,Tea,2,20,10,40,20,UPI,Regular,Emp_11
INV02030,2025-04-12,18:19,Nashik,Regular Tea,Tea,6,15,8,90,42,Card,New,Emp_14
INV02031,2025-05-10,17:32,Pune,Jaggery Tea,Tea,4,25,13,100,48,UPI,Regular,Emp_14
INV02032,2025-09-10,14:28,Nagpur,Cold Coffee,Coffee,6,60,35,360,150,UPI,Regular,Emp_5
INV02033,2025-12-26,18:08,Nagpur,Cookies,Snacks,2,20,10,40,20,Cash,Regular,Emp_19
INV02034,2025-11-12,17:54,Nagpur,Lemon Tea,Tea,4,22,11,88,44,Card,New,Emp_3
INV02035,2025-08-12,18:32,Mumbai,Ginger Tea,Tea,2,20,10,40,20,UPI,New,Emp_16
INV02036,2025-12-20,15:50,Pune,Hot Coffee,Coffee,1,40,22,40,18,Cash,Regular,Emp_16
INV02037,2025-02-05,09:20,Indore,Black Tea,Tea,6,18,9,108,54,Card,Regular,Emp_7
INV02038,2025-12-17,11:36,Nashik,Cake,Snacks,4,35,20,140,60,UPI,New,Emp_9
INV02039,2025-08-05,19:25,Indore,Cold Coffee,Coffee,5,60,35,300,125,UPI,New,Emp_16
INV02040,2025-04-05,13:47,Nagpur,Cream Roll,Snacks,2,25,12,50,26,UPI,Regular,Emp_14
INV02041,2025-10-27,08:19,Nashik,Cold Coffee,Coffee,2,60,35,120,50,UPI,Regular,Emp_10
INV02042,2025-12-25,12:39,Nagpur,Regular Tea,Tea,1,15,8,15,7,Card,New,Emp_3
INV02043,2025-02-01,21:30,Pune,Cookies,Snacks,5,20,10,100,50,Cash,New,Emp_5
INV02044,2025-11-19,08:47,Pune,Cookies,Snacks,4,20,10,80,40,Cash,New,Emp_1
INV02045,2025-06-03,21:02,Indore,Jaggery Tea,Tea,4,25,13,100,48,Cash,New,Emp_4
INV02046,2025-10-13,21:18,Nagpur,Bakarwadi,Snacks,4,30,16,120,56,UPI,Regular,Emp_8
INV02047,2025-01-15,19:35,Pune,Cookies,Snacks,3,20,10,60,30,UPI,New,Emp_10
INV02048,2025-12-19,10:16,Pune,Lemon Tea,Tea,2,22,11,44,22,Cash,Regular,Emp_9
INV02049,2025-01-21,08:28,Pune,Masala Milk,Milk,1,35,20,35,15,Card,Regular,Emp_1
INV02050,2025-02-21,20:30,Nagpur,Regular Tea,Tea,5,15,8,75,35,Card,Regular,Emp_13
INV02051,2025-06-30,14:09,Mumbai,Cold Coffee,Coffee,1,60,35,60,25,UPI,New,Emp_2
INV02052,2025-01-02,08:20,Mumbai,Lemon Tea,Tea,5,22,11,110,55,Cash,Regular,Emp_8
INV02053,2025-12-22,18:42,Nashik,Cake,Snacks,5,35,20,175,75,UPI,Regular,Emp_9
INV02054,2025-08-18,20:32,Mumbai,Black Tea,Tea,3,18,9,54,27,UPI,New,Emp_11
INV02055,2025-04-11,20:05,Nagpur,Rose Milk,Milk,4,45,28,180,68,Cash,Regular,Emp_20
INV02056,2025-06-18,10:48,Nashik,Cookies,Snacks,6,20,10,120,60,UPI,New,Emp_16
INV02057,2025-03-19,14:57,Nagpur,Lemon Tea,Tea,3,22,11,66,33,Card,Regular,Emp_12
INV02058,2025-04-06,11:36,Nashik,Rose Milk,Milk,3,45,28,135,51,UPI,Regular,Emp_20
INV02059,2025-04-21,19:35,Mumbai,Cake,Snacks,4,35,20,140,60,Cash,New,Emp_14
INV02060,2025-05-20,19:27,Pune,Rose Milk,Milk,3,45,28,135,51,Cash,New,Emp_12
INV02061,2025-03-26,21:32,Indore,Cream Roll,Snacks,3,25,12,75,39,UPI,Regular,Emp_15
INV02062,2025-02-01,07:25,Pune,Cake,Snacks,4,35,20,140,60,UPI,Regular,Emp_20
INV02063,2025-10-10,13:33,Pune,Masala Milk,Milk,3,35,20,105,45,UPI,Regular,Emp_14
INV02064,2025-01-28,17:56,Nagpur,Cookies,Snacks,1,20,10,20,10,UPI,New,Emp_6
INV02065,2025-02-15,21:25,Nashik,Cream Roll,Snacks,5,25,12,125,65,UPI,New,Emp_3
INV02066,2025-07-13,19:22,Pune,Bakarwadi,Snacks,1,30,16,30,14,UPI,Regular,Emp_4
INV02067,2025-09-12,12:39,Nagpur,Cream Roll,Snacks,6,25,12,150,78,Card,Regular,Emp_4
INV02068,2025-11-06,08:32,Pune,Lemon Tea,Tea,2,22,11,44,22,UPI,Regular,Emp_4
INV02069,2025-01-28,21:43,Nagpur,Bakarwadi,Snacks,5,30,16,150,70,UPI,New,Emp_15
INV02070,2025-02-22,21:12,Nagpur,Cookies,Snacks,2,20,10,40,20,Cash,Regular,Emp_12
INV02071,2025-02-06,15:36,Nagpur,Ginger Tea,Tea,6,20,10,120,60,UPI,Regular,Emp_12
INV02072,2025-03-24,17:23,Indore,Cake,Snacks,5,35,20,175,75,UPI,Regular,Emp_2
INV02073,2025-03-24,09:23,Indore,Hot Coffee,Coffee,2,40,22,80,36,Cash,Regular,Emp_5
INV02074,2025-04-06,18:43,Mumbai,Lemon Tea,Tea,5,22,11,110,55,Cash,Regular,Emp_9
INV02075,2025-09-21,17:32,Mumbai,Hot Coffee,Coffee,5,40,22,200,90,UPI,New,Emp_2
INV02076,2025-09-06,11:45,Nashik,Bakarwadi,Snacks,6,30,16,180,84,UPI,Regular,Emp_3
INV02077,2025-10-05,17:06,Mumbai,Masala Milk,Milk,6,35,20,210,90,Cash,Regular,Emp_4
INV02078,2025-06-16,14:07,Nagpur,Cake,Snacks,6,35,20,210,90,UPI,Regular,Emp_15
INV02079,2025-08-26,12:53,Mumbai,Jaggery Tea,Tea,1,25,13,25,12,UPI,Regular,Emp_11
INV02080,2025-05-24,19:57,Indore,Masala Milk,Milk,3,35,20,105,45,UPI,New,Emp_5
INV02081,2025-10-05,19:52,Pune,Cake,Snacks,6,35,20,210,90,UPI,New,Emp_11
INV02082,2025-02-11,21:17,Nagpur,Hot Coffee,Coffee,4,40,22,160,72,UPI,Regular,Emp_13
INV02083,2025-10-11,19:20,Pune,Ginger Tea,Tea,1,20,10,20,10,Cash,New,Emp_19
INV02084,2025-05-15,16:53,Mumbai,Cookies,Snacks,4,20,10,80,40,UPI,New,Emp_14
INV02085,2025-05-31,07:03,Nagpur,Lemon Tea,Tea,5,22,11,110,55,UPI,Regular,Emp_12
INV02086,2025-01-28,07:43,Nagpur,Cookies,Snacks,2,20,10,40,20,UPI,Regular,Emp_5
INV02087,2025-11-13,08:28,Nashik,Regular Tea,Tea,5,15,8,75,35,Cash,New,Emp_16
INV02088,2025-10-27,07:49,Nashik,Cream Roll,Snacks,2,25,12,50,26,Card,Regular,Emp_18
INV02089,2025-09-14,15:11,Indore,Regular Tea,Tea,4,15,8,60,28,Card,New,Emp_11
INV02090,2025-03-10,12:37,Nagpur,Cold Coffee,Coffee,4,60,35,240,100,UPI,Regular,Emp_8
INV02091,2025-09-10,10:49,Mumbai,Regular Tea,Tea,2,15,8,30,14,UPI,Regular,Emp_16
INV02092,2025-06-26,21:26,Indore,Black Tea,Tea,2,18,9,36,18,UPI,New,Emp_2
INV02093,2025-05-07,19:14,Pune,Lemon Tea,Tea,6,22,11,132,66,Cash,Regular,Emp_18
INV02094,2025-11-05,20:44,Nagpur,Cookies,Snacks,2,20,10,40,20,UPI,New,Emp_12
INV02095,2025-10-04,16:49,Nashik,Cake,Snacks,2,35,20,70,30,UPI,Regular,Emp_9
INV02096,2025-02-08,16:44,Nagpur,Masala Milk,Milk,5,35,20,175,75,Cash,New,Emp_3
INV02097,2025-05-02,17:03,Nashik,Ginger Tea,Tea,4,20,10,80,40,UPI,New,Emp_18
INV02098,2025-06-19,10:56,Nagpur,Jaggery Tea,Tea,4,25,13,100,48,UPI,Regular,Emp_7
INV02099,2025-02-23,08:28,Mumbai,Bakarwadi,Snacks,4,30,16,120,56,Cash,Regular,Emp_5
INV02100,2025-09-21,08:44,Nagpur,Masala Milk,Milk,6,35,20,210,90,UPI,New,Emp_17
INV02101,2025-10-24,09:04,Indore,Cold Coffee,Coffee,3,60,35,180,75,UPI,Regular,Emp_16
INV02102,2025-01-12,14:35,Mumbai,Rose Milk,Milk,2,45,28,90,34,UPI,New,Emp_12
INV02103,2025-02-12,11:58,Nagpur,Cold Coffee,Coffee,3,60,35,180,75,UPI,Regular,Emp_9
INV02104,2025-02-22,13:35,Pune,Hot Coffee,Coffee,1,40,22,40,18,Card,Regular,Emp_15
INV02105,2025-03-06,14:06,Pune,Black Tea,Tea,4,18,9,72,36,UPI,New,Emp_16
INV02106,2025-06-04,11:38,Pune,Hot Coffee,Coffee,1,40,22,40,18,Cash,New,Emp_4
INV02107,2025-10-20,21:58,Indore,Lemon Tea,Tea,1,22,11,22,11,Card,New,Emp_17
INV02108,2025-06-13,21:44,Mumbai,Ginger Tea,Tea,3,20,10,60,30,UPI,Regular,Emp_15
INV02109,2025-11-15,16:21,Pune,Bakarwadi,Snacks,6,30,16,180,84,UPI,New,Emp_3
INV02110,2025-11-26,07:36,Nashik,Cream Roll,Snacks,1,25,12,25,13,UPI,New,Emp_20
INV02111,2025-09-21,18:43,Nagpur,Bakarwadi,Snacks,6,30,16,180,84,UPI,Regular,Emp_4
INV02112,2025-03-14,08:53,Pune,Ginger Tea,Tea,2,20,10,40,20,Cash,New,Emp_10
INV02113,2025-10-22,10:40,Nagpur,Regular Tea,Tea,2,15,8,30,14,UPI,Regular,Emp_7
INV02114,2025-08-08,09:59,Nashik,Bakarwadi,Snacks,6,30,16,180,84,UPI,New,Emp_3
INV02115,2025-02-16,19:22,Indore,Masala Milk,Milk,5,35,20,175,75,UPI,New,Emp_7
INV02116,2025-04-12,13:38,Nagpur,Black Tea,Tea,2,18,9,36,18,Cash,Regular,Emp_2
INV02117,2025-01-13,14:16,Nagpur,Jaggery Tea,Tea,5,25,13,125,60,UPI,Regular,Emp_2
INV02118,2025-04-15,14:25,Nashik,Bakarwadi,Snacks,5,30,16,150,70,UPI,Regular,Emp_13
INV02119,2025-09-04,20:42,Indore,Masala Milk,Milk,6,35,20,210,90,Cash,Regular,Emp_17
INV02120,2025-07-09,19:58,Nagpur,Hot Coffee,Coffee,5,40,22,200,90,Card,New,Emp_10
INV02121,2025-02-14,10:57,Nashik,Masala Milk,Milk,1,35,20,35,15,UPI,New,Emp_7
INV02122,2025-06-17,17:17,Nashik,Cold Coffee,Coffee,5,60,35,300,125,Card,Regular,Emp_10
INV02123,2025-07-09,15:48,Indore,Ginger Tea,Tea,5,20,10,100,50,UPI,Regular,Emp_2
INV02124,2025-01-11,18:57,Mumbai,Jaggery Tea,Tea,6,25,13,150,72,UPI,Regular,Emp_16
INV02125,2025-08-06,12:25,Nagpur,Cream Roll,Snacks,5,25,12,125,65,Cash,New,Emp_11
INV02126,2025-02-03,14:03,Pune,Jaggery Tea,Tea,5,25,13,125,60,UPI,New,Emp_4
INV02127,2025-01-20,12:39,Indore,Regular Tea,Tea,2,15,8,30,14,Card,New,Emp_11
INV02128,2025-12-18,18:10,Pune,Cookies,Snacks,2,20,10,40,20,UPI,Regular,Emp_15
INV02129,2025-12-21,20:48,Indore,Regular Tea,Tea,5,15,8,75,35,UPI,New,Emp_20
INV02130,2025-11-28,11:11,Nashik,Masala Milk,Milk,2,35,20,70,30,Cash,New,Emp_13
INV02131,2025-01-02,11:27,Pune,Hot Coffee,Coffee,3,40,22,120,54,Cash,Regular,Emp_7
INV02132,2025-12-19,21:56,Pune,Regular Tea,Tea,5,15,8,75,35,UPI,Regular,Emp_3
INV02133,2025-06-03,13:31,Nashik,Black Tea,Tea,5,18,9,90,45,Cash,New,Emp_4
INV02134,2025-12-18,21:06,Mumbai,Ginger Tea,Tea,4,20,10,80,40,Cash,Regular,Emp_16
INV02135,2025-02-24,12:58,Pune,Rose Milk,Milk,4,45,28,180,68,UPI,New,Emp_6
INV02136,2025-12-01,09:56,Pune,Bakarwadi,Snacks,1,30,16,30,14,Cash,Regular,Emp_7
INV02137,2025-12-06,14:54,Mumbai,Cold Coffee,Coffee,3,60,35,180,75,Cash,Regular,Emp_3
INV02138,2025-05-28,14:52,Indore,Jaggery Tea,Tea,6,25,13,150,72,Card,New,Emp_2
INV02139,2025-12-17,15:51,Nashik,Cold Coffee,Coffee,4,60,35,240,100,Cash,Regular,Emp_20
INV02140,2025-03-06,19:14,Nashik,Cake,Snacks,6,35,20,210,90,UPI,Regular,Emp_6
INV02141,2025-05-30,10:57,Nashik,Hot Coffee,Coffee,1,40,22,40,18,UPI,Regular,Emp_16
INV02142,2025-06-08,20:25,Indore,Regular Tea,Tea,4,15,8,60,28,Card,New,Emp_4
INV02143,2025-04-02,19:13,Mumbai,Cream Roll,Snacks,4,25,12,100,52,UPI,New,Emp_2
INV02144,2025-08-09,16:55,Nagpur,Cream Roll,Snacks,4,25,12,100,52,Cash,New,Emp_13
INV02145,2025-06-19,09:29,Nagpur,Jaggery Tea,Tea,2,25,13,50,24,Cash,New,Emp_19
INV02146,2025-08-16,07:47,Nagpur,Black Tea,Tea,6,18,9,108,54,Cash,Regular,Emp_4
INV02147,2025-07-02,13:51,Mumbai,Rose Milk,Milk,1,45,28,45,17,UPI,Regular,Emp_13
INV02148,2025-08-04,19:17,Indore,Jaggery Tea,Tea,3,25,13,75,36,Cash,Regular,Emp_12
INV02149,2025-02-23,13:00,Mumbai,Cream Roll,Snacks,4,25,12,100,52,UPI,Regular,Emp_12
INV02150,2025-06-09,11:45,Mumbai,Rose Milk,Milk,4,45,28,180,68,UPI,Regular,Emp_4
INV02151,2025-03-21,09:51,Mumbai,Regular Tea,Tea,6,15,8,90,42,UPI,Regular,Emp_16
INV02152,2025-11-21,16:07,Indore,Black Tea,Tea,5,18,9,90,45,UPI,New,Emp_1
INV02153,2025-01-23,20:54,Nagpur,Hot Coffee,Coffee,5,40,22,200,90,Cash,Regular,Emp_12
INV02154,2025-05-18,19:15,Indore,Lemon Tea,Tea,1,22,11,22,11,Card,Regular,Emp_20
INV02155,2025-04-23,10:05,Nashik,Jaggery Tea,Tea,6,25,13,150,72,UPI,New,Emp_12
INV02156,2025-11-26,18:09,Mumbai,Rose Milk,Milk,2,45,28,90,34,UPI,New,Emp_3
INV02157,2025-10-24,07:59,Nashik,Bakarwadi,Snacks,2,30,16,60,28,UPI,Regular,Emp_6
INV02158,2025-07-02,16:43,Nagpur,Bakarwadi,Snacks,6,30,16,180,84,Card,Regular,Emp_12
INV02159,2025-08-26,16:15,Indore,Hot Coffee,Coffee,3,40,22,120,54,UPI,New,Emp_1
INV02160,2025-12-16,15:55,Mumbai,Rose Milk,Milk,5,45,28,225,85,UPI,Regular,Emp_16
INV02161,2025-11-04,18:35,Mumbai,Lemon Tea,Tea,3,22,11,66,33,Cash,Regular,Emp_2
INV02162,2025-02-22,11:42,Nashik,Cookies,Snacks,6,20,10,120,60,Cash,Regular,Emp_9
INV02163,2025-10-22,14:23,Pune,Cake,Snacks,5,35,20,175,75,UPI,Regular,Emp_14
INV02164,2025-09-19,18:28,Mumbai,Jaggery Tea,Tea,3,25,13,75,36,UPI,Regular,Emp_1
INV02165,2025-03-24,12:22,Nagpur,Masala Milk,Milk,4,35,20,140,60,Card,Regular,Emp_4
INV02166,2025-05-20,21:29,Mumbai,Cake,Snacks,5,35,20,175,75,Card,New,Emp_12
INV02167,2025-03-24,15:05,Nashik,Hot Coffee,Coffee,2,40,22,80,36,UPI,New,Emp_13
INV02168,2025-10-17,20:33,Indore,Rose Milk,Milk,5,45,28,225,85,UPI,Regular,Emp_12
INV02169,2025-11-11,11:27,Mumbai,Cake,Snacks,1,35,20,35,15,UPI,Regular,Emp_16
INV02170,2025-08-02,14:31,Pune,Lemon Tea,Tea,5,22,11,110,55,Card,New,Emp_13
INV02171,2025-07-25,14:39,Nagpur,Regular Tea,Tea,1,15,8,15,7,Card,New,Emp_16
INV02172,2025-10-09,11:00,Nashik,Rose Milk,Milk,2,45,28,90,34,UPI,New,Emp_11
INV02173,2025-06-02,20:23,Pune,Cream Roll,Snacks,1,25,12,25,13,Card,Regular,Emp_1
INV02174,2025-08-02,14:37,Pune,Regular Tea,Tea,1,15,8,15,7,UPI,New,Emp_6
INV02175,2025-12-05,13:31,Pune,Lemon Tea,Tea,6,22,11,132,66,UPI,New,Emp_4
INV02176,2025-08-27,12:33,Indore,Black Tea,Tea,1,18,9,18,9,UPI,Regular,Emp_8
INV02177,2025-05-02,21:42,Indore,Regular Tea,Tea,1,15,8,15,7,Card,Regular,Emp_12
INV02178,2025-04-30,21:22,Indore,Masala Milk,Milk,3,35,20,105,45,UPI,Regular,Emp_1
INV02179,2025-06-14,19:21,Nagpur,Rose Milk,Milk,3,45,28,135,51,UPI,Regular,Emp_6
INV02180,2025-03-14,10:38,Nashik,Cream Roll,Snacks,6,25,12,150,78,UPI,New,Emp_6
INV02181,2025-09-17,10:46,Nashik,Ginger Tea,Tea,4,20,10,80,40,Cash,New,Emp_19
INV02182,2025-11-27,09:50,Mumbai,Ginger Tea,Tea,5,20,10,100,50,UPI,New,Emp_11
INV02183,2025-06-02,12:50,Nashik,Jaggery Tea,Tea,2,25,13,50,24,UPI,Regular,Emp_15
INV02184,2025-01-27,12:52,Mumbai,Cold Coffee,Coffee,2,60,35,120,50,Cash,Regular,Emp_9
INV02185,2025-03-23,15:24,Indore,Black Tea,Tea,4,18,9,72,36,UPI,Regular,Emp_5
INV02186,2025-11-09,17:24,Nashik,Cream Roll,Snacks,1,25,12,25,13,Cash,New,Emp_6
INV02187,2025-10-30,12:01,Indore,Hot Coffee,Coffee,2,40,22,80,36,Card,Regular,Emp_10
INV02188,2025-06-25,12:31,Mumbai,Cream Roll,Snacks,5,25,12,125,65,UPI,Regular,Emp_6
INV02189,2025-09-10,07:19,Nashik,Cream Roll,Snacks,3,25,12,75,39,UPI,New,Emp_2
INV02190,2025-12-08,18:38,Mumbai,Black Tea,Tea,2,18,9,36,18,UPI,Regular,Emp_12
INV02191,2025-05-16,18:02,Nashik,Cream Roll,Snacks,5,25,12,125,65,UPI,Regular,Emp_8
INV02192,2025-06-20,11:27,Nagpur,Regular Tea,Tea,2,15,8,30,14,UPI,New,Emp_9
INV02193,2025-03-05,08:29,Indore,Regular Tea,Tea,4,15,8,60,28,UPI,New,Emp_10
INV02194,2025-01-12,13:07,Nashik,Hot Coffee,Coffee,1,40,22,40,18,UPI,Regular,Emp_5
INV02195,2025-12-06,09:15,Nagpur,Ginger Tea,Tea,6,20,10,120,60,UPI,New,Emp_11
INV02196,2025-12-06,18:20,Nagpur,Cold Coffee,Coffee,1,60,35,60,25,UPI,New,Emp_10
INV02197,2025-08-05,13:32,Nagpur,Lemon Tea,Tea,2,22,11,44,22,Cash,New,Emp_20
INV02198,2025-04-13,19:54,Mumbai,Rose Milk,Milk,1,45,28,45,17,Card,New,Emp_16
INV02199,2025-10-20,07:46,Nashik,Rose Milk,Milk,4,45,28,180,68,UPI,Regular,Emp_10
INV02200,2025-05-14,12:30,Nagpur,Black Tea,Tea,2,18,9,36,18,Card,New,Emp_16
INV02201,2025-06-03,12:20,Nagpur,Masala Milk,Milk,6,35,20,210,90,UPI,Regular,Emp_15
INV02202,2025-02-28,15:29,Indore,Hot Coffee,Coffee,5,40,22,200,90,UPI,Regular,Emp_5
INV02203,2025-06-30,10:51,Nashik,Cold Coffee,Coffee,1,60,35,60,25,UPI,New,Emp_4
INV02204,2025-02-08,09:17,Nashik,Cake,Snacks,6,35,20,210,90,UPI,Regular,Emp_13
INV02205,2025-08-28,16:19,Nashik,Masala Milk,Milk,2,35,20,70,30,UPI,New,Emp_11
INV02206,2025-05-31,13:12,Indore,Rose Milk,Milk,5,45,28,225,85,UPI,Regular,Emp_2
INV02207,2025-03-27,20:26,Indore,Masala Milk,Milk,4,35,20,140,60,UPI,Regular,Emp_3
INV02208,2025-10-10,07:01,Pune,Rose Milk,Milk,6,45,28,270,102,UPI,Regular,Emp_2
INV02209,2025-01-14,07:29,Pune,Regular Tea,Tea,2,15,8,30,14,UPI,Regular,Emp_13
INV02210,2025-05-06,10:53,Nagpur,Cookies,Snacks,2,20,10,40,20,Cash,Regular,Emp_19
INV02211,2025-08-18,15:15,Nashik,Black Tea,Tea,3,18,9,54,27,UPI,Regular,Emp_15
INV02212,2025-07-23,16:22,Mumbai,Bakarwadi,Snacks,2,30,16,60,28,UPI,New,Emp_20
